Varient_Name,Average_stars,Review_title,User_rating,Review_description
Royal Enfield Interceptor 650,4.3,retro style with the best modern performance.,4,"  Its classic design and powerful engine pay homage to the golden era of motorcycling. The Interceptor 650's smooth power delivery and comfortable riding position offer a nostalgic and engaging experience. However, the bike's weight may feel slightly heavy for some riders. Additionally, the braking performance could be improved. Nonetheless, the Royal Enfield Interceptor 650 stands as an appealing choice for those seeking a timeless ride with contemporary reliability."
Royal Enfield Interceptor 650,4.3,Classic and Powerful Motorcycle,4,"The Royal Enfield Interceptor 650's powerful engine and distinctive styling make for an exhilarating riding experience. Riders may pass without experiencing any discomfort on roads because to the 650-cc parallel-double engine's pleasant administration and choker. The Interceptor 650 guarantees a smooth and pleasant assist, even on lengthy journeys, thanks to its comfortable sitting arrangement and well-levelled suspension. Riders adore this relaxing fisher's timeless design, which blends prehistoric rudiments with contemporary traces. The Interceptor 650 has a number of enthusiastic characteristics such a slipper clutch, a fast brake system, and double-channel ABS."
Royal Enfield Interceptor 650,4.3,Reviving the Classic Spirit : INT 650 Review,4,"The Royal Enfield Interceptor 650 is a true delight to ride. With its classic design and powerful engine, it offers a unique experience that captures the essence of motorcycling. The comfortable riding position, smooth throttle response, and agile handling make every journey a joy. Whether cruising through city streets or hitting the open road, the Interceptor 650 never fails to impress. Its build quality and attention to detail are top-notch, reflecting Royal Enfield's commitment to craftsmanship. If you're looking for a motorcycle that combines style, power, and a touch of nostalgia, the Interceptor 650 is an excellent choice that won't disappoint."
Royal Enfield Interceptor 650,4.3,New Benchmark Royal Enfield interceptor 650,4,"The new benchmark for Royal Enfield is the Interceptor 650. This is a cruiser bike with an excellent engine, beautiful styling, and strong brand value that made it extremely desirable. Available in 7 colors - black, blue, pearl, red with black, red, green, and chrome. This bike also gets revised switchgear and offers a mileage of 23 kmpl. It's BS6 compliant fuel injected 648-cc engine that generates 46.8 bhp and 42 Nm torque. With retro looks, comfortable seat, and refined engine makes it extremely attractive."
Royal Enfield Interceptor 650,4.3,An extraordinary journey that ever last memories,4,"The Royal Enfield Interceptor 650 is an extraordinary motorcycle that seamlessly harmonizes classic allure with heart-pounding power. Its captivating design pays homage to a bygone era, captivating the beholder with its unadulterated charm. Hidden beneath its alluring façade lies a robust 650cc parallel-twin engine, flawlessly delivering a ride that strikes the perfect balance between invigorating and silky-smooth. Irrespective of bustling city streets or grand adventures, the Interceptor 650's ergonomic seating and refined suspension ensure an unblemished voyage. Riding this impeccable machine is akin to "
Royal Enfield Interceptor 650,4.3,Classic And Modern ,4,"The Royal Enfield Interceptor 650's strong motor and particular styling make for an invigorating riding experience. Riders might pass without encountering any distress on streets in light of the fact that to the 650-cc equal twofold motor's wonderful organization and choker. The Interceptor 650 ensures a smooth and charming help, even on extended ventures, because of its happy with guest plan and very much evened out suspension. Riders revere this loosening up fisher's immortal plan, which mixes ancient fundamentals with contemporary follows.  qualities such a shoe grip, a quick slowing mechanism, and twofold channel ABS."
Royal Enfield Interceptor 650,4.3,Ride In Style And Effortlessness,4,"Ride in style and effortlessness and embrace the exemplary legacy with the Royal Enfield Interceptor 650. This notorious bike honors the brilliant period of motorcycling with its immortal plan and strong execution. With its 650 cc motor and agreeable ergonomics, the Interceptor 650 offers a smooth and pleasant ride on both city streets and throughways. The tender, loving care and craftsmanship make it a genuine show-stopper. Experience the style and beguile of exemplary motorcycling with the Illustrious Royal Enfield Interceptor 650."
Royal Enfield Interceptor 650,4.3, great option as it offers both flair and comfort,4,"Because it makes that distinctive ""thud"" sound that Royal Enfield bikes are renowned for, I chose the Royal Enfield Meteor 350. It offers an exciting and fulfilling riding experience. It also provides incredible comfort, accommodating riders of all grades. The Meteor 350 makes me feel comfortable whether the trip is short or long. I really love the way it combines traditional and contemporary aspects in its design. The wide range of available colours only adds to its attractiveness. Overall, the Royal Enfield Meteor 350 is a great option since it offers both flair and comfort."
Royal Enfield Interceptor 650,4.3,Excellent Performance ,4,"The engine and gearbox are great. The riding is smooth, vibration-free, and that exhaust note is something. It's a really good value for money product."
Royal Enfield Interceptor 650,4.3,Wonderful Motorcycle,4,Royal Enfield Interceptor 650 is the choice of the future generation. It is very cool to drive this bike. The seat of this bike is very narrow. The engine of this bike is eager to move. Its finishing is also good. It offers a comfortable riding experience. Its riding is very smooth. The drawback of this bike is that it is a slightly harsh ride quality and it could be a better instrument cluster. But overall the bike is good. It is a well-made and balancing bike.
Royal Enfield Interceptor 650,4.3,Runs like a beast ,4,"The Royal Enfield Interceptor 650 is incredibly outstanding in its segment, particularly when we consider its value and riding position. It offers effortless city riding for day-to-day use. Moreover, when discussing its aesthetics, it boasts a design that is beyond expectations. It looks more impressive than Vulcan and Harley models. The bike's appearance is akin to that of a 650cc bike. Generally, Enfield motorcycles require low maintenance. I have been riding it since my twelfth standard, which was in 2006. I don't think there's any need to make any changes to it. I truly love it."
Royal Enfield Interceptor 650,4.3,Modern Performance In A Reliable Ride,4,"The Royal Enfield Interceptor 650 is a cool bike that looks old-fashioned but has modern power. It has a strong engine that makes it fun to ride in the city or on the highway. The riding position is comfortable, and the seat is nice and soft. The bike can handle bumps in the road without a problem and remains stable, and the brakes work perfectly. It is also a bit heavy, so it can be a little hard to handle in public spaces. The bike's design does not provide extensive wind protection."
Royal Enfield Hunter 350,4.2,I think its ground clearance,3,I think its ground clearance is very low. and I m also a middle-class man. I can't afford many bikes. So I was expecting that I m going on a long ride on this motorcycle. But our road condition you know well. So when I attached the engine guard ground clearance is minimum so for another bike like this ground clearance is high. That's my honest review. Otherwise looks performance very good. 
Royal Enfield Hunter 350,4.2,Good Performance,4,A bike for touring with high comfort. Not built for Racing the power is absolute and it comes with Royal Enfields reliability.
Royal Enfield Hunter 350,4.2,Retro-styled And Powerful Cruiser Bike,4,"A state-of-the-art cruiser with exemplary styling and a dégagé chomp is the Illustrious Royal Enfield Hunter 350. It has a quick and smooth lift, making it ideal for both relaxed travel and regular driving. A motor estimated at 350 cc powers it. Because of the Tracker 350's deft and prepared-to-oversee plan, which is little and light as a quill, riders can travel through business with certainty. The open seating, rich pads, and adaptable tension accommodate a quite pleasurable ride. The center parts of the Tracker 350 are striking."
Royal Enfield Hunter 350,4.2,Good Performance,4,The scrambler is just awesome the styling and comfort offered are just top notch and it feels so premium.
Royal Enfield Hunter 350,4.2,Good Bike,4,stylish and nice performance my friend get this bike he suggested this bike very good comfort.
Royal Enfield Hunter 350,4.2,Hunter 350 Is A powerful Cruiser Bullet,4,"With outstanding performance, the new Royal Enfield Hunter 350 is powered by a 349.34 cc BS6 engine. This is a cruiser bike available in 8 colors in 3 variants. Thus bike weighs 177kg and develops the power of 20.2bhp. Comes up with an anti-locking braking system, and the oil/air-cooled engine is linked to a 5-speed gearbox. The top Two variants are retro and metro, further divided into dapper and rebel series. Styling cues across range of a Neo retro roadster designs and the metro variant rides on alloy wheels while the Retro series uses wire-spoke wheels. overall good performance motorcycle in this range."
Royal Enfield Hunter 350,4.2,Everything Is Perfect,3,"Apart from the torque, everything is perfect torque is a bit on the lower side but manageable for daily commutes."
Royal Enfield Hunter 350,4.2,Powerful Bike,5,"The Hunter is a very powerful and comfortable bike. The looks are so amazing and offer great performance with decent mileage. Overall, good bike in this price range."
Royal Enfield Hunter 350,4.2,your definitive buddy,4,"Rule the streets more uncommon and release your brave soul with the Royal Enfield Hunter 350. This intense and dynamic bike is intended to handle testing territories and rough terrain trails effortlessly. With its strong 350cc motor and hearty form, the Tracker 350 conveys excellent execution and dependability. The forceful styling and high level elements make it a genuine head-turner out and about. Assuming you're prepared to embrace exciting rough terrain experiences and stretch the boundaries of investigation, the Royal Enfield Hunter 350 is your definitive buddy."
Royal Enfield Hunter 350,4.2,Good Bike,4,
Royal Enfield Hunter 350,4.2,Comfort And Powerful,4,Look wise bike is good. The performance wise is really stunning. The comfort level is also very good. like the features and all.
Royal Enfield Hunter 350,4.2,fell in love with its design ,4,"As a college student, I insisted on getting the Royal Enfield Hunter 350, and I'm pleased they did. I fell in love with its design the instant I lay eyes on it. The Hunter 350 is not only attractive, but also simple to operate. It's ideal for my everyday commuting and short trips around town. The performance of the bike is good, and it delivers a smooth and pleasant ride. In the conclusion,  as a college student, this bike completely fulfils my needs, and I'm quite pleased with my purchase."
Royal Enfield Hunter 350,4.2,Attractive Looking,3,I am impressed with the attractive look of the bike that comes at a very low price and has good features.
Royal Enfield Hunter 350,4.2,Most Affordable Bikes,3,"The overall bike is worth the price the design, comfort, and performance are good the exhaust note is also quite cool. And is also Better for short riders and cafe racers. This is one of the best and most affordable bikes in Royal Enfield."
Royal Enfield Hunter 350,4.2,Good Bike In This Segment,4,"This bike is the best in its segment, with a powerful engine, excellent handling, and great comfort. It also features a 2-channel ABS system, making it the overall best option in its category."
Royal Enfield Hunter 350,4.2,"Excellent Bike,",4,"Nice look, very comfortable, and as per the price, there are no other bikes currently in the market. It is very good looking."
Royal Enfield Hunter 350,4.2,Hunter honest review,4,"The mileage is almost good, especially when you are on the highway; you will be satisfied with it. The looks are also attractive, and overall, the rating is good."
Royal Enfield Hunter 350,4.2,Great Comfort,4,"According to the given data, this RE bike is the most affordable for middle-class families and gives the same sporty look as compared to other expensive bikes. Great comfort while riding."
Royal Enfield Hunter 350,4.2,Royal Enfield Hunter 350 Is Wonderful Bike,5,"The wonderful bike gives all features in this budget. Track ride and feels its power is superb, smooth sitting comforts."
Royal Enfield Hunter 350,4.2,The Bike Is Very Stunning In Look,5,"The bike is very stunning in look based, and the mileage is also good. It has dual abs, the fuel capacity is 13ltr, and the meter is both analogue and digital,"
Royal Enfield Hunter 350,4.2,It looks good ,4,It looks good with good power and comfort. It's a decent mileage and a reasonable price.
Royal Enfield Hunter 350,4.2,Amazing Featuers,4,Excellent looks and design with amazing features. It is good for everyone 
TVS Apache RTR 160,4.5,It Is Just Fantastic,4,TVS is the first brand you think of when you think of trust and that is true because they make one of the best bikes that are affordable and full with loads of features as well. TVS Apache RTR 160 is a fantastic bike that is very comfortable and smooth on the road and also provides an amazing driving experience. I feel that this is a great bike coming at this price with a strong and sturdy engine of about 160 cc and a high mileage of 60kmpl as well. It is just fantastic.
TVS Ronin,4.2, THE TVS Ronin,5,"The TVS Ronin bike is a custom-built motorcycle that was created by Paul Leeson, a custom motorcycle builder based in Australia. It is based on the TVS Apache RTR 200 4V motorcycle and features a number of modifications and customizations, including a new subframe, fuel tank, seat, and exhaust system. The bike has a distinctive, retro-inspired design and is powered by a 197.75cc, single-cylinder engine that produces a maximum power of 20.5 PS and a peak torque of 16.8 Nm."
TVS Ronin,4.2,Beautiful Bike,4,Excellent bike with a better experience and good mileage and this bike look very nice. The seat is very comfortable.
TVS Jupiter 125,4.1,Excellent Features - Jupiter 125,4,"One of the standout features of the TVS Jupiter 125 is the LED headlight, which provides excellent visibility in low-light conditions. Additionally, the external fuel filler cap makes refueling a breeze, while the mobile charging port allows you to stay connected on the go. The scooter is available in three different variants: Drum, Drum Alloy, and Disc, each offering unique features and styling. In terms of mileage, the TVS Jupiter 125 offers an impressive 50-55 km/l, making it one of the most fuel-efficient scooters in its segment. The price of the scooter varies depending on the variant, with the base variant starting at around 83000. Overall, the TVS Jupiter 125 is a great scooter that offers excellent comfort, features, and performance at an affordable price point."
TVS iQube Electric,4.2,Lovely scooter,5,"The cost is reasonable given the scooter's characteristics.  state government ought to provide a subsidy for this as well. The colour selection is quite broad, and functions like mobile charging and disc brake are particularly helpful. To economise on fuel and the environment, the individual who commutes 60 to 90 kilometres each day must purchase this. "
TVS iQube Electric,4.2,Good Looking Scooter With A Smoother Drive,4,It is a good-looking scooter with a smoother drive. The battery backup is also good and can sit 2 people comfortably. 
TVS Apache RR 310,4.5,Best Riding Experience,5,Best bike under budget Great looks best riding experience and the sports look was awesome the speed is too good as compared to other 300cc bikes. I will recommend buying this bike the riding position is also very good and the abs are very great for braking it is made for speeding and enjoying rides.
TVS Apache RTR 160,4.5,Good Experience,4,"A good-looking and passionate bike. The mileage is as good as the bike's performance. However, the price is a little bit high."
TVS Apache RTR 200 4V,4.4,Perfect Racing Machine.,5,"I select this bike without a test drive. I love the look and build quality of this machine and roars like a beast. It is perfect for traffic and highway rides. On the highway, it will race, and it's a racing machine. "
TVS Radeon,4.5,TVS Radeon Riding Experience Is Good,4,Overall riding experience is good with great performance. This is a wonderful and amazing technology features bike in this price segment.
TVS Scooty Zest,4.3,Awesome Bike,4,"Excellent scooter to ride, having a pretty comfortable seat and leg space. It provides a mileage of 65 kmpl which is one of the biggest pros of Scooty Zest. It looks, and designs are also very attractive and beautiful. Its powerful 110cc engine is completely reliable even during continuous long rides."
TVS NTORQ 125,4.4,The best scooters in market.,4,"The best scooter in the market, Lovely after-sales service. The performance of the scooter is great, I really enjoy riding it."
TVS NTORQ 125,4.4,Performance is bad.,3,The Ntorq is good but as soon as you cross 15000 km you will get a starting problem which can result in failure of the engine and many more problems.
TVS NTORQ 125,4.4,It is a stylish scooter,4,"It's a good scooter, I am fully satisfied with the scooter, maintenance is less, pickup is good, it is a superb bike and good price in comparison of the other brand."
TVS NTORQ 125,4.4,Really Good Performing Scooter.,4,"Really comfortable vehicle, smooth to ride, mileage pickup is good. An awesome experience for me. Really a good scooter."
TVS NTORQ 125,4.4,Ntorq is Best Scooter,4,Ntorq is the best scooter in its segment.
TVS NTORQ 125,4.4,Superb And Stylish Scooter.,4,"I like this scooter because it's a lovely design, mind-blowing sound, pickup is amazing, great digital meter with all the information, soft cushion seating and mileage is also great."
TVS Apache RTR 200 4V,4.4,Comfortable Bike,5,This bike is awesome in my family we have 6 Apache RTR 200v it's average is good and it's riding comfort is best. Driving performance is so good. I know that once I have gone for a long ride from Jhansi to Lucknow while riding my TVS Apache RTR 200v. I don't feel any negative point between my ride It's a perfect bike for younger generation boys. I thank you TVS for making such a wonderful sports bike.  
TVS Jupiter,4.4,Nice Experience,4,Highly recommended & very nice experience also it looks amazing.
TVS Radeon,4.5,Best bike ever.,5,The very stylish scooter and the seating are very comfortable.
TVS Radeon,4.5,Great bike.,5,The exhaust sound of the bike is great.
TVS Star City Plus,4.4,Excellent mileage,4,"It is good for riding, smooth and comfortable. Seating space is also comfortable."
TVS Star City Plus,4.4,Nice bike,4,Nice bike but company giving publicity as 85 KMPL but it gives me a mileage of 60 KMPL in the city and 65 KMPL in long rides. Nice quality of bike body parts.
TVS Star City Plus,4.4,Body parts are not good 3rd class all are get rusted in 1st year,1,"The bike is good on average no parts available in the market, only in the showroom with 28% GST. on the 1st year completed my TVS Star City plus all the part gets rusty silencer burst and bullet sound coming I am not at all happy with service provided from TVS."
TVS Apache RTR 160 4V,4.4,Best Looking Bike - TVS Apache RTR 160 4V,5,"This Bike Truly Deserve 10 Stars out of 10. I Bought this Bike last month. This is a very good bike available at an affordable price. This bike looks very sporty and still, it is very comfortable to ride. That's why I like this bike so much. It very comfortable to ride and also it ensures safety while riding it at high speed."
TVS Apache RTR 160 4V,4.4,Amazing Performance Apache RTR 160 4V,5,I am really excited to share this because this bike will be my first bike and going to buy Apache RTR 160 4V is the best bike for me at a low cost. It has a fast speed strong body and long time warranty and it gives me the best mileage so that this was the best bike. I have already taken the test ride and its performance is just awesome.
TVS Apache RTR 160 4V,4.4,TVS apache is the best.,4,Very comfortable and balanced with a highly controlled bike. I'm very happy to buy this bike. I'll suggest buying everyone. 
TVS Apache RTR 160 4V,4.4,Awesome bike.,4,"RTR 160 ek behtreen bike hai, I like it so much & I hope that TVS company will make more amazing features ad on it."
TVS Apache RTR 160 4V,4.4,Nice bike,4,
"The bike is ice and the looks are stylish and they have the best mileage.""",,,,
TVS Apache RTR 160 4V,4.4,Rider's choice,4,"Some negative points, except that its a very nice and budget bike. Performance and mileage are excellent. "
TVS Jupiter,4.4,Great value for money.,5,I am riding my favorite scooter Jupiter ZX disc and I just loved it. The performance of the scooter is very nice and very comfortable.
TVS Radeon,4.5,RADEON BULLET,4,Bike is comfortable. Smooth. Driving the bike a good experience. Radeon bike runs comfortably.  Breaks works instinctively.  Radeon bike looks like a Bullet.
TVS Jupiter,4.4,Good and comfortable scooter.,3,The scooter is good and you can feel the comfort of the scooter when you are riding this scooter.
TVS Radeon,4.5,Great bike.,4,"The bike is comfortable, smooth, and glad to have this machine. It runs comfortably and the brakes work effectively."
TVS Star City Plus,4.4,Good Bike,5,TVs Star City Plus is very good bike and very comfortable for long drive.
TVS Star City Plus,4.4,Superb Mileage.,5,Very Good Bike And its Mileage Is Superb. I am So Happy I cant Believe such bike In The World Exists. Every Indian And also world Wide should use it. I used to go to my office on this bike. Its Cost Is also affordable any common Man can buy this. It gives good mileage as well.
TVS Star City Plus,4.4,Good  Bike,5,"My second bike is TVS Star City plus, which is good comfort and peaceful bike & experience in power and mileage is delicious. Service cost is a very low stylish bike. Quality of the bike is also good. I give rating is 10 out of 10 one thing iron quality is not good rest of thing is excellent."
TVS Apache RTR 160 4V,4.4,RTR 160 2V Is A Very Good Bike,5,RTR 160 2v is a very good bike. I am using regularly this sports bike. I'm very confident to ride.
TVS Apache RTR 160 4V,4.4,Safe Riding with TVS Apache RTR 160 Bike ,5,"My friends recommended me to buy TVS Apache RTR 160 Bike because I like sports bikes and also this bike is available in affordable price with so many features. I am happy about buying this bike. It's very comfortable to ride and provide stability even at high speed, that's why I feel safe while riding this bike."
TVS Apache RTR 160 4V,4.4,Muscular Body ,4,Best bike in 160CC bike Apache 160 4v.
TVS Apache RTR 160 4V,4.4,Nice And Good Looking Bike ,3,Awesome and nice model yhe bike bahut achi hai mera dream bike hai mai ese bahut jyald kardine vala hu.
TVS Apache RTR 160 4V,4.4,Awesome bike,4,"Good performance, good mileage, full smoothness, the braking system is also very good, supermoto ABS awesome working."
TVS Apache RTR 160 4V,4.4,Best Bike Under 160CC Segment,4,"Awesome performance. I love TVS Apache RTR 160 4v bike because of its look muscular with body graphics, LED tail lights, halogen headlights, pilot lamps, etc. Its performance is also very good. It's comfortable to ride and easy maintenance. I am very satisfied with its performance. Best bike under 160CC segment."
TVS Jupiter,4.4,Performance Of The Bike Is Okay.,3,"The performance and lookswise the bike is ok, but the braking system and pickup is not up to the mark. The brake system needs to be improved."
TVS Radeon,4.5,Awesome Bike - TVS Radeon,5,"TVS Radeon is an awesome bike. Very stylish look. Comfortable ridings. Easy to operate, has a very good mileage of 69km. The price is pretty good. I'll prescribe Radeon to every bike user. I can say that TVS Radeon is the best bike for Indian roads. "
TVS Radeon,4.5,Efficient Bike - TVS Radeon,5,"The TVS Radeon is one of those bikes in the market that prefers performance over style. However, this simple yet utilitarian bike gets a smooth engine along with some modern elements like USB charging ports, side-stand indicator and disc brake that help to increase its popularity in the market."
TVS Radeon,4.5,Like a bullet,5,"Excellent bike, very smooth. The looks of the bike are so good, just like a bullet. Very comfortable, mileage is good, the long seat is comfortable. "
TVS Star City Plus,4.4,Most popular bike,5,The model is excellent and completely comfortable for a family good for long drive very good mileage and performance bike
TVS Star City Plus,4.4,Nice bike TVS,5,The bike is nice For riding very nice balance and mileage is great in the city and road gripping is good.
TVS Star City Plus,4.4,Starcity Plus,5,TVS bike is best for daily user good performance and mileage TVS is always a star.
TVS Apache RTR 160 4V,4.4,Great Experience ,5,"Good sporty look and very good build quality. Very good mileage and performance. Breaking is always very good. I love RTR 160 4v. From the last 2 years, I am using this bike. No complaints yet because of proper servicing."
TVS Apache RTR 160 4V,4.4,The Best Sport Bike Ever,4,The best sportbike ever and really enjoyed the ride with this bike style is looking awesome. Love this bike but mileage is very low.
TVS Apache RTR 160 4V,4.4,Stylish Bike,4,"Excellent in all like comfort, design, braking system and LED light and face cut is very aggressive."
TVS Apache RTR 160 4V,4.4,Best Buy For 160CC Segment ,4,"Best bike in 160CC segments. Overall, the experience is a superb and best budget bike by Apache."
TVS Apache RTR 160 4V,4.4,Best bike Ever,5,Machine with perfection. Riding quality and comfort levels are awesome. Features are best in this segment. Best in design and build quality.
TVS Jupiter,4.4,Best Scooter.,5,"Excellent scooter in the segment, ride around 3k km in the last 30 days from purchase and gives mileage of 62 km."
TVS Jupiter,4.4,Over all very nice scooter.,3,Mileage is not up to mark as per the company claim apart nice looks braking systems. Innovative design.
TVS Radeon,4.5,Nice bike,4,"This bike is very comfortable. Mileage is also good, Seating Capacity also very good."
TVS Radeon,4.5,Excellent choice,5,The bike is very good and the riding experience is excellent. Everyone who saw this bike told that it looks similar to Royal Enfield Bullet. The purple color is very attractive. I love this bike.
TVS Star City Plus,4.4,Happy with this bike,5,This is an awesome looking bike and I like this bike very much
TVS Radeon,4.5,It is Good bike,5,"Very good bike! It is better than Splendor, it sounds very good like bullet, its headlight is very good it has very good mileage."
TVS Star City Plus,4.4,I love TVS,4,"I love TVS company that is why I purchased Star City Plus bike it has awesome performance, mileage & very comfortable. "
TVS Apache RTR 160 4V,4.4,Excellent Bike ,5,Awesome pickup.
TVS Apache RTR 160 4V,4.4,Excellent Bike,5,"TVS Apache is one of the superb bikes, it's easily available at the store and comfortable to drive with a smart look."
TVS Apache RTR 160 4V,4.4,Family use and for long drive,5,Nice bike.
TVS Apache RTR 160 4V,4.4,Best bike,5,"I have clocked 5000kms with this bike and have had two services by now. Customer service and buying experience were absolutely seamless. Now about the bike, Power and pick up are the best as compared to other bikes in this segment  and it is  a perfect passenger bike for city rides. In the city, I get to travel it at just an average of 45kmph - 60kmph, its engine sounds very less at that speed, which is very good."
TVS Apache RTR 160 4V,4.4,Charming looks.,5,"This bike is just like a racing bike, comfortable to ride, even at high speed. Looks are fabulous. I really loved this bike. Apart from the bike, services by the company are also appreciable. Maintenance is also average. Slipper clutch, Digital meter, Abs, Top speed, Feature loaded meter, Graphics, and everything else is just great."
TVS Apache RTR 160 4V,4.4,Stylish Bike.,4,"Amazing experience, mileage is Good, looks and performance are too good. Abs braking system is fantastic, very comfortable to ride.TVS Apache RTR 160 4V all bike Colour is very good."
TVS Apache RTR 160 4V,4.4,Great bike.,5,"Apache 160 4V is the best bike for young guys because of its performance and speed. Also, this bike has very good fuel efficiency and pretty comfortable handling. I have noticed a con also in this bike such as it vibrates at high speed."
TVS Apache RTR 160 4V,4.4,Best bike,4,"TVS Apache RTR 160 4V is the best bike in its segment. I've got the BS4 model, which gives a decent mileage of 40-45kmpl after the first service. The bike is a beast in performance and has a nice and bassy exhaust note. Bought the beast for 1.20Lacs and I am really enjoying riding."
TVS Apache RTR 160 4V,4.4,Great bike,3,"Overall the bike is good but the thing was that after free service, I felt that pick up had decreased and even mileage too."
TVS Radeon,4.5,Pleasant and decent commuter,5,"Never expected a commuter bike to be so much pleasure. Having ridden heavy duty 500CC bikes, and having had enough of the bite of the BULL, I wanted a decent and spirited bike. After test driving every possible bike in the Indian market under 2.5lakh Rs range, I finally hooked on to this. I was stunned at its first looks and then by its smooth performance. Hats off to TVS to this wonderful design."
TVS Radeon,4.5,TVS RADEON,5,TVs Radeon bike is very simple and also a super bike because this bike mileage is great and the bike ride is perfect.
TVS Radeon,4.5,I like it,5,I am very happy and it is a very useful bike.
TVS Apache RTR 160 4V,4.4,Awesome Bike,5,"Nice bike, awesome mileage, beautiful look, the awesome braking system with ABS, LED headlight to help me to see clearly in dark night."
TVS Apache RTR 160 4V,4.4,Best Bike,5,Excellent performance in its segment.
TVS Apache RTR 160 4V,4.4,Nice Bike,5,"Very nice ride experience and getting sports feeling on the road when riding it, with nice comfortable seating and smooth engine."
TVS Apache RTR 160 4V,4.4,Powerful Bike.,5,One of the best in class and a perfect bike for both city and long-run purpose.
TVS Apache RTR 160 4V,4.4,Great Bike,4,"This a very good and a sports bike, looks are good and it delivers good mileage."
TVS Apache RTR 160 4V,4.4,Great Bike.,5,"Really very smooth riding experience, gear sifting is not good, well-balanced bike, I have achieved 54 km/ltr mileage in the city area. The nice sporty look of the bike."
TVS Apache RTR 160 4V,4.4,Great Bike,5, Performance is very good and the look is amazing. It is also a comfortable bike.
TVS Apache RTR 160 4V,4.4,Awesome Bike,4,"Overall a good performance, But I think wind glass is missing. But power is better than the 160 CC bikes."
TVS Apache RTR 160 4V,4.4,Economic bike,5,"This bike is a great combo of a sports and economy bike. The engine is a 159cc one and provides great performance. Speed and mileage both are great. It is a great mid-range bike. I would highly recommend it, for youngsters."
TVS Apache RTR 160 4V,4.4,Nice Bike,3,"This bike is an economical thing, I think its value for money but there is some drawback like the blip sound of the exhaust and very loud engine sound."
TVS Apache RTR 160 4V,4.4,Best sportbike in its segment,5,"Always wanted a sportbike, so two months ago I finally came up with purchasing Apache RTR 160 4V. I wasn’t so much sure how would it be. But after two months of my experience, I am truly happy with my decision. It is delivering pretty appreciatable performance with fuel economy of almost 40 kmpl which is perfect for the performance it provides. It is indeed a perfect bike for both city and long-run purpose."
TVS Radeon,4.5,Very Good Bike,4,"Very beautiful bike from TVS, Very powerful engine with great features and performance."
TVS Radeon,4.5,Super and Strong Bike,4,Radeon is a great piece of work. Beautiful colours. Amazing performance. I would love to purchase this bike.
TVS Radeon,4.5,TVS Radeon is BEST,5,"Redon is a better bike compared to hero HF Deluxe and Hero Splendor. Riding is very comfortable, awesome shock absorption. Good looking, each and every inch of the bike looks good. Awesome design and details."
TVS Star City Plus,4.4,Super star+,5,TVs star city plus super raid excellent pickup super maileg condition excellent and super 
TVS Apache RTR 160 4V,4.4,Amazing design.,5,"The TVS Apache RTR 160 4V looks almost similar to its elder sibling (RTR 200 4V), which was a bit disappointing but the disappointment went off when I rode it. The power delivery offered from this bike was far better than any other bike in the same segment. It came with disc brakes, which offered outstanding stopping power."
TVS Apache RTR 160 4V,4.4,Very Good Vehicle.,5,Very good bike and it gives me very good mileage. Easy to maintain.
TVS Apache RTR 160 4V,4.4,Perfect sports commuter.,5,"BS6 TVS Apache RTR 160 4V is a perfect bike for me as it offers not only a sporty performance but also a decent fuel economy. It achieves the muscular looks from it’s the elder brother, i.e. the RTR 200 4V. I am very impressed with the new headlight design as it looks not only good but also offers excellent visibility under low light conditions. "
TVS Apache RTR 160 4V,4.4,Good Bike ,5,"Good engine, smooth sound and it have an average mileage of approx 4.5 balance, good vehicle for city  "
TVS Apache RTR 160 4V,4.4,Amazing performer Bike ,4,The bike is amazing but it needs some improvement 
TVS Apache RTR 160 4V,4.4,Superb bike.,4,It's an awesome mid-range bike. It comes with an awesome pickup and ABS is working properly. The overall design is good. 
TVS Apache RTR 160 4V,4.4,Doing well. ,5,The test drive of this bike is superb. Bs6 engine is working is doing well. 
TVS Apache RTR 160 4V,4.4,Great bike.,4,"Good Performance, great fuel economy the bike gives an excellent overall performance, with a peppy acceleration. The overall seating comfort is good and the ABS is also good. The overall Average is 39-40kmpl."
TVS Apache RTR 160 4V,4.4,Good bike .,5,I drive Apache RTR 160. I really feel good while I drive it.
TVS Apache RTR 160 4V,4.4,Awesome bike.,5,The high-speed stability of the bike is amazing. 
TVS Apache RTR 160 4V,4.4,Great bike.,4,The performance of the bike is superb with a refined engine.
TVS Radeon,4.5,TVS Radeon,4,Very happy with TVS company a new model TVS Radeon bike launch and I am about to purchase it. Thanks to TVS.
TVS Radeon,4.5,Excellent bike of 2019,5,"Super bike, Super performance,Cost effective high performance low price"
TVS Radeon,4.5,Milage And price,4,GOOD ON MILEAGE AT PRESENT AND ALSO PRICE KEPT LOW COMBINATION IS GOOD.  
TVS Radeon,4.5,kamallipasarkar@gmail.com,5,"Is bike ka market me bahut name hain, ek to mileage or eska engine  bahut Damdar hai  aur keemat bhi kam hai."
TVS Radeon,4.5,TVS Radeon,4,"I am loving TVS Radeon. Good mileage, riding performance and braking system is also good, better than Hero Splendor and Honda Shine, etc. Customer services are also good. Thank you."
TVS Apache RTR 160 4V,4.4,Most premium Bike,5,"Among all the current 160cc sportbikes, the TVS Apache RTR 160 4V BS6 has got the best road presence with the Italian styling with new LED headlamp, Stylish fuel tank and features like shockers and fully digital instrument console."
